beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Scorcher IPA","Brooklyn Brewery","IPA - Session / India Session Ale",4.5,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-11-05 20:35:31",https://untappd.com/c/242105173,https://untappd.com/beer/1124084,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,242105173,1124084,259,https://untappd.s3.amazonaws.com/photo/2015_11_05/18d56c44800ea81a645f986b57b2672d_raw.jpg,3.37,3.37,,0,0
"Dos Equis Lager Especial","Cervecería Cuauhtémoc Moctezuma S.A. de C.V.","Lager - American",4.5,10,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-11-05 21:17:06",https://untappd.com/c/242112668,https://untappd.com/beer/10887,https://untappd.com/brewery/360,Mexico,Monterrey,"Nuevo León",,,,242112668,10887,360,,3.09,3.09,,0,0
"London Pride","Fuller's Brewery","English Bitter",4.1,30,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-11-06 19:44:11",https://untappd.com/c/242410014,https://untappd.com/beer/2762,https://untappd.com/brewery/3296,England,London,"Greater London",,,,242410014,2762,3296,,3.41,3.41,,0,0
"Classic Collection - Double Stout","Shepherd Neame","Stout - English",5.2,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-11-06 19:54:23",https://untappd.com/c/242412722,https://untappd.com/beer/259254,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,242412722,259254,1132,https://untappd.s3.amazonaws.com/photo/2015_11_06/253b02c942e4aca05554f0a69b762bd8_raw.jpg,3.56,3.56,,0,0
"Jack Hammer",BrewDog,"IPA - American",7.2,250,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-11-06 22:29:16",https://untappd.com/c/242465128,https://untappd.com/beer/196338,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,242465128,196338,241,,3.8,3.8,,0,0
Sol,"Cervecería Cuauhtémoc Moctezuma S.A. de C.V.","Lager - American",4.5,0,,Turku,,Varsinais-Suomi,Suomi,60.45,22.265,2.25,"2015-11-07 22:49:51",https://untappd.com/c/243021099,https://untappd.com/beer/7457,https://untappd.com/brewery/360,Mexico,Monterrey,"Nuevo León",,,,243021099,7457,360,,2.89,2.89,,0,0
"Old Winter Ale","Fuller's Brewery","Winter Ale",5.3,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-11-13 20:26:25",https://untappd.com/c/244733402,https://untappd.com/beer/95373,https://untappd.com/brewery/3296,England,London,"Greater London",,,,244733402,95373,3296,https://untappd.s3.amazonaws.com/photo/2015_11_13/ec226901a8202ecadd80ae698d6b8efa_raw.jpg,3.35,3.36,,1,0
Porter,"Founders Brewing Co.","Porter - American",6.5,45,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-11-13 22:26:26",https://untappd.com/c/244776499,https://untappd.com/beer/9346,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,244776499,9346,549,https://untappd.s3.amazonaws.com/photo/2015_11_13/8cd274905778fa8acb154c2d0ebad22e_raw.jpg,3.87,3.87,,1,0
"Longboard Island Lager","Kona Brewing Company","Lager - Pale",4.6,20,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.25,"2015-11-13 23:01:58",https://untappd.com/c/244791984,https://untappd.com/beer/13560,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,,244791984,13560,1988,https://untappd.s3.amazonaws.com/photo/2015_11_13/d245e03dbc869b6eadb42a1b923e27af_raw.jpg,3.4,3.4,,0,0
"Big Wave Golden Ale","Kona Brewing Company","Golden Ale",4.4,21,"Todella hedelmäinen, mielenkiintoinen",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-13 23:37:39",https://untappd.com/c/244808393,https://untappd.com/beer/9657,https://untappd.com/brewery/1988,"United States","Kailua Kona",HI,,,,244808393,9657,1988,https://untappd.s3.amazonaws.com/photo/2015_11_13/052ea2c7d7b57c479d418cacc45287a7_raw.jpg,3.52,3.52,,0,0
"Python IPA","Little Valley Brewery","IPA - English",6,43,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-11-18 20:29:25",https://untappd.com/c/246459757,https://untappd.com/beer/92697,https://untappd.com/brewery/8645,England,"Hebden Bridge","West Yorkshire",,,,246459757,92697,8645,,3.29,3.31,,0,0
"Imperial IPA","Camba Bavaria","IPA - Imperial / Double",8.9,77,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-18 21:56:48",https://untappd.com/c/246472600,https://untappd.com/beer/746677,https://untappd.com/brewery/22882,Germany,Seeon-Seebruck,Bayern,,,,246472600,746677,22882,https://untappd.s3.amazonaws.com/photo/2015_11_18/aebfe87b6d2c9958bf525bb8a277a88f_raw.jpg,3.7,3.7,,0,0
"Hoppy Christmas",BrewDog,"IPA - American",7.2,66,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-11-20 22:13:06",https://untappd.com/c/247006750,https://untappd.com/beer/245413,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,247006750,245413,241,https://untappd.s3.amazonaws.com/photo/2015_11_20/0cc9c9875fc0a11df4f6188c28d0c03b_raw.jpg,3.8,3.8,,1,0
Siperia,Koskipanimo,"Stout - Imperial / Double",8,88,"Massiivinen olut",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-11-20 22:29:45",https://untappd.com/c/247013529,https://untappd.com/beer/43695,https://untappd.com/brewery/5188,Finland,Tampere,Länsi-Suomi,,,,247013529,43695,5188,https://untappd.s3.amazonaws.com/photo/2015_11_20/0c64bf3261f01f32a86342cc3aa3230d_raw.jpg,3.8,3.8,,1,0
"Wild Raven","Thornbridge Brewery","IPA - Black / Cascadian Dark Ale",6.6,65,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-20 23:32:57",https://untappd.com/c/247040892,https://untappd.com/beer/24126,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,247040892,24126,2047,https://untappd.s3.amazonaws.com/photo/2015_11_20/1320feb3b896cb27bf0feb521ca1fdf5_raw.jpg,3.73,3.73,,1,0
"Achel 8° Blond","Brouwerij der Sint-Benedictusabdij De Achelse Kluis","Belgian Strong Golden Ale",8,20,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-11-21 20:34:16",https://untappd.com/c/247459818,https://untappd.com/beer/1428,https://untappd.com/brewery/280,Belgium,Hamont-Achel,Vlaanderen,,,,247459818,1428,280,https://untappd.s3.amazonaws.com/photo/2015_11_21/6368a86d8e8ea7b0982ca44158f7a142_raw.jpg,3.69,3.69,,0,0
Daura,"Grupo Damm",Gluten-Free,5.4,30,"Barcelonasta illan matsin kunniaksi",Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.25,"2015-11-24 20:39:37",https://untappd.com/c/248515591,https://untappd.com/beer/12107,https://untappd.com/brewery/1087,Spain,Barcelona,Catalunya,,,,248515591,12107,1087,https://untappd.s3.amazonaws.com/photo/2015_11_24/0b73231bb5eb49ee09152c1cfbeb64b8_raw.jpg,2.93,2.93,,0,0
"Green Gold",Mikkeller,"IPA - American",7,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-11-24 21:42:48",https://untappd.com/c/248525149,https://untappd.com/beer/10137,https://untappd.com/brewery/2813,Denmark,Copenhagen,"Region Hovedstaden",,,,248525149,10137,2813,https://untappd.s3.amazonaws.com/photo/2015_11_24/f67c8686bb024dfd60c779f34689567f_raw.jpg,3.79,3.79,,1,0
"Old Engine Oil","Harviestoun Brewery","Porter - Other",6,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-26 21:13:04",https://untappd.com/c/249204040,https://untappd.com/beer/449,https://untappd.com/brewery/638,Scotland,Alva,Clackmannanshire,,,,249204040,449,638,,3.75,3.75,,0,0
"Young's Special London Ale","Eagle Brewery (formerly Charles Wells)","Strong Ale - English",6.4,36,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-11-27 22:32:28",https://untappd.com/c/249696474,https://untappd.com/beer/378,https://untappd.com/brewery/1348,England,Bedford,Bedford,,,,249696474,378,1348,,3.53,3.53,,0,0
Chiron,"Thornbridge Brewery","Pale Ale - American",5,36,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-28 20:34:41",https://untappd.com/c/250199253,https://untappd.com/beer/47804,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,250199253,47804,2047,https://untappd.s3.amazonaws.com/photo/2015_11_28/9c1cd651dd73acc0248512e28387c6ae_raw.jpg,3.64,3.64,,0,0
"Curmudgeon Old Ale (2015)","Founders Brewing Co.","Old Ale",9.8,50,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-11-28 22:06:49",https://untappd.com/c/250257517,https://untappd.com/beer/1030286,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,250257517,1030286,549,https://untappd.s3.amazonaws.com/photo/2015_11_28/a3db7937521582be0426fef06a65351d_raw.jpg,3.94,3.94,,0,0
Diplomi-insinööri,"Ruosniemi Brewery","IPA - Imperial / Double",8,107,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-11-28 23:13:25",https://untappd.com/c/250306024,https://untappd.com/beer/1170596,https://untappd.com/brewery/34204,Finland,Pori,Länsi-Suomi,,,,250306024,1170596,34204,https://untappd.s3.amazonaws.com/photo/2015_11_28/3e408e2cffcdb05fee14253aaa46fe26_raw.jpg,3.51,3.53,,1,0
"Hoppe IPA","Suomenlinnan Panimo","IPA - English",6,48,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-12-04 20:39:09",https://untappd.com/c/251871227,https://untappd.com/beer/177902,https://untappd.com/brewery/5204,Finland,Helsinki,Etelä-Suomi,,,,251871227,177902,5204,,3.31,3.33,,0,0
"Scottish Stout","Belhaven Brewery","Stout - Other",7,50,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-05 15:55:05",https://untappd.com/c/252281638,https://untappd.com/beer/1111429,https://untappd.com/brewery/98,Scotland,Dunbar,"East Lothian",,,,252281638,1111429,98,https://untappd.s3.amazonaws.com/photo/2015_12_05/629810eca9d25edaa1dad45fedbc431c_raw.jpg,3.66,3.66,,0,0
"Prykmestar Double IPA","Vakka-Suomen Panimo","IPA - Imperial / Double",8.5,87,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-12-05 17:24:31",https://untappd.com/c/252293635,https://untappd.com/beer/167112,https://untappd.com/brewery/2677,Finland,Uusikaupunki,Etelä-Suomi,,,,252293635,167112,2677,,3.39,3.41,,0,0
"Shipfaced IPA","Train Station Brewery","IPA - American",7,87,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-07 21:06:16",https://untappd.com/c/253225228,https://untappd.com/beer/712308,https://untappd.com/brewery/29556,Sweden,Knivsta,,,,,253225228,712308,29556,https://untappd.s3.amazonaws.com/photo/2015_12_07/a4d846b7c3c0128bcaace4e065378745_raw.jpg,3.41,3.42,,0,0
"Piirimyyjä APA 5,7 %","Ruosniemi Brewery","Pale Ale - American",5.7,78,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-07 22:05:22",https://untappd.com/c/253233747,https://untappd.com/beer/310170,https://untappd.com/brewery/34204,Finland,Pori,Länsi-Suomi,,,,253233747,310170,34204,https://untappd.s3.amazonaws.com/photo/2015_12_07/56accc86a91e47b2443e8eb6b7da29e0_raw.jpg,3.36,3.41,,0,0
Pikkupomo,"Ruosniemi Brewery","Red Ale - American Amber / Red",6,0,,"Original Sokos Hotel Ilves",Tampere,Pirkanmaa,Suomi,61.4963,23.7664,3.75,"2015-12-08 15:24:19",https://untappd.com/c/253393628,https://untappd.com/beer/198946,https://untappd.com/brewery/34204,Finland,Pori,Länsi-Suomi,,,,253393628,198946,34204,https://untappd.s3.amazonaws.com/photo/2015_12_08/23838b2f41e70af0e099831d9c8ee60e_raw.jpg,3.35,3.41,,0,0
Heineken,Heineken,"Lager - Euro Pale",5,19,,"Original Sokos Hotel Ilves",Tampere,Pirkanmaa,Suomi,61.4963,23.7664,2.25,"2015-12-08 16:01:22",https://untappd.com/c/253394695,https://untappd.com/beer/5860,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,,,,253394695,5860,1400,,2.93,2.93,,0,0
"Punk IPA",BrewDog,"IPA - American",5.2,35,,"Ukko Nooa",Tampere,Pirkanmaa,Suomi,61.4965,23.767,4,"2015-12-08 17:35:37",https://untappd.com/c/253397793,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,253397793,5702,241,,3.75,3.75,,0,0
"Cocoa Wonderland","Thornbridge Brewery","Porter - Other",6.8,22,,Teerenpeli,Tampere,Pirkanmaa,Suomi,61.4973,23.7559,3.5,"2015-12-08 23:03:26",https://untappd.com/c/253437273,https://untappd.com/beer/852167,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,253437273,852167,2047,https://untappd.s3.amazonaws.com/photo/2015_12_08/25c3688a1ef92ec975cf4a8c75e13ecd_raw.jpg,3.88,3.88,,1,0
Boltmaker,"Timothy Taylor's Brewery","English Bitter",4,33,,Tampere,,"Western Finland",Suomi,61.4984,23.7663,3.25,"2015-12-08 23:04:56",https://untappd.com/c/253437559,https://untappd.com/beer/249385,https://untappd.com/brewery/2386,England,Keighley,"West Yorkshire",,,,253437559,249385,2386,,3.54,3.55,,0,0
Maximus,"Lagunitas Brewing Company","IPA - Imperial / Double",8.2,72,,Teerenpeli,Tampere,Pirkanmaa,Suomi,61.4973,23.7559,3.75,"2015-12-08 23:48:59",https://untappd.com/c/253446130,https://untappd.com/beer/5771,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,253446130,5771,765,https://untappd.s3.amazonaws.com/photo/2015_12_08/392d87debc7d548ac5f8e9e6aea212c7_raw.jpg,3.89,3.89,,0,0
Aura,Hartwall,"Lager - Pale",4.5,19,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.5,"2015-12-11 18:41:20",https://untappd.com/c/254129122,https://untappd.com/beer/114689,https://untappd.com/brewery/3264,Finland,Lahti,Etelä-Suomi,,,,254129122,114689,3264,https://untappd.s3.amazonaws.com/photo/2015_12_11/3aaa8dffa6fa7d78f029080dac39079b_raw.jpg,2.71,2.73,,0,0
"India Pale Ale","Green's Beers",Gluten-Free,6,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-12-11 19:31:18",https://untappd.com/c/254138864,https://untappd.com/beer/825987,https://untappd.com/brewery/2819,Belgium,Lochristi,Vlaanderen,,,,254138864,825987,2819,,3.07,3.11,,0,0
"Stateside IPA",Mikkeller,"IPA - American",6.9,67,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-12-11 19:42:09",https://untappd.com/c/254141300,https://untappd.com/beer/19145,https://untappd.com/brewery/2813,Denmark,Copenhagen,"Region Hovedstaden",,,,254141300,19145,2813,https://untappd.s3.amazonaws.com/photo/2015_12_11/7a73f94b8422143023fc36d61db5a6e3_raw.jpg,3.72,3.71,,1,0
1845,"Fuller's Brewery","Strong Ale - English",6.3,52,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-12-11 20:39:09",https://untappd.com/c/254156402,https://untappd.com/beer/19611,https://untappd.com/brewery/3296,England,London,"Greater London",,,,254156402,19611,3296,,3.63,3.63,,0,0
"Brooklyn Lager","Brooklyn Brewery","Lager - Vienna",5.2,33,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.25,"2015-12-11 22:45:46",https://untappd.com/c/254202096,https://untappd.com/beer/3558,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,254202096,3558,259,,3.46,3.46,,0,0
"Black IPA","Mallaskoski Brewery","IPA - Black / Cascadian Dark Ale",6.5,49,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-12 00:51:04",https://untappd.com/c/254263407,https://untappd.com/beer/953773,https://untappd.com/brewery/9339,Finland,Seinäjoki,Länsi-Suomi,,,,254263407,953773,9339,https://untappd.s3.amazonaws.com/photo/2015_12_11/6f9c05396515053aaeec4f5ed02e3b47_raw.jpg,3.34,3.36,,0,0
"Black Cab Stout","Fuller's Brewery","Stout - English",4.5,40,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-12 19:47:27",https://untappd.com/c/254615468,https://untappd.com/beer/94109,https://untappd.com/brewery/3296,England,London,"Greater London",,,,254615468,94109,3296,,3.54,3.54,,0,0
"Wild River","Fuller's Brewery","Pale Ale - American",4.2,55,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-12-12 21:30:51",https://untappd.com/c/254670340,https://untappd.com/beer/168569,https://untappd.com/brewery/3296,England,London,"Greater London",,,,254670340,168569,3296,,3.42,3.43,,0,0
"KOFF III",Sinebrychoff,"Lager - Pale",4.6,16,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2,"2015-12-13 00:15:17",https://untappd.com/c/254788135,https://untappd.com/beer/77068,https://untappd.com/brewery/961,Finland,Kerava,Etelä-Suomi,,,,254788135,77068,961,,2.39,2.42,,0,0
"Spitfire Amber Kentish Ale","Shepherd Neame","English Bitter",4.5,36,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3,"2015-12-13 22:54:47",https://untappd.com/c/255277042,https://untappd.com/beer/32722,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,255277042,32722,1132,,3.25,3.25,,0,0
"Raivoava Rakki",HIISI,"IPA - American",6.2,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-12-16 22:04:57",https://untappd.com/c/255923495,https://untappd.com/beer/441462,https://untappd.com/brewery/78852,Finland,Jyvaskyla,Länsi-Suomi,,,,255923495,441462,78852,https://untappd.s3.amazonaws.com/photo/2015_12_16/0c77cb45bd8037641618f136dcf1743e_raw.jpg,3.52,3.53,,0,0
"Dark Humor Club - Bourbon Vanilla","Sori Brewing","Stout - Imperial / Double",8,50,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-16 23:04:23",https://untappd.com/c/255935367,https://untappd.com/beer/1194403,https://untappd.com/brewery/58973,Estonia,Tallinn,Harjumaa,,,,255935367,1194403,58973,https://untappd.s3.amazonaws.com/photo/2015_12_16/0ca5a82cbfb861065e413a33604531a4_raw.jpg,3.85,3.84,,2,0
"Humulus Lupus",HIISI,"IPA - Imperial / Double",9,88,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-12-18 21:50:28",https://untappd.com/c/256477363,https://untappd.com/beer/635005,https://untappd.com/brewery/78852,Finland,Jyvaskyla,Länsi-Suomi,,,,256477363,635005,78852,https://untappd.s3.amazonaws.com/photo/2015_12_18/69c95ed0b4a3f33a3c65b2bd01755fe5_raw.jpg,3.61,3.61,,0,0
"Coffee Gorilla","Sori Brewing","Porter - Coffee",7,45,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4.25,"2015-12-18 22:47:29",https://untappd.com/c/256500326,https://untappd.com/beer/1091607,https://untappd.com/brewery/58973,Estonia,Tallinn,Harjumaa,,,,256500326,1091607,58973,https://untappd.s3.amazonaws.com/photo/2015_12_18/55a7570eb3eed48d30ba1d874a65f347_raw.jpg,3.62,3.63,,2,0
"Bear State","Thornbridge Brewery","IPA - American",7,75,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,4,"2015-12-19 22:53:03",https://untappd.com/c/257000329,https://untappd.com/beer/239396,https://untappd.com/brewery/2047,England,Bakewell,Derbyshire,,,,257000329,239396,2047,https://untappd.s3.amazonaws.com/photo/2015_12_19/5e387317f81d99c2a99bd1165050753a_raw.jpg,3.78,3.77,,0,0
"Warthog IPA","Hopping Brewsters Beer Company","IPA - American",5.4,100,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.75,"2015-12-19 23:52:54",https://untappd.com/c/257041732,https://untappd.com/beer/754891,https://untappd.com/brewery/129297,Finland,Akaa,Länsi-Suomi,,,,257041732,754891,129297,https://untappd.s3.amazonaws.com/photo/2015_12_19/9a915d9581598e68bc0c1340450607b8_raw.jpg,3.49,3.51,,0,0
Kyyttö,HIISI,"Stout - Milk / Sweet",5.3,30,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,3.5,"2015-12-20 13:12:11",https://untappd.com/c/257401260,https://untappd.com/beer/535642,https://untappd.com/brewery/78852,Finland,Jyvaskyla,Länsi-Suomi,,,,257401260,535642,78852,https://untappd.s3.amazonaws.com/photo/2015_12_20/055f81c590906e314dedb958f0546f31_raw.jpg,3.41,3.43,,0,0
"Meidän Veikko Käy Vähän Hitaalla","Lidl Suomi","Lager - Euro Dark",4.5,0,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,1.5,"2015-12-23 20:45:48",https://untappd.com/c/258392359,https://untappd.com/beer/1111553,https://untappd.com/brewery/125114,Finland,Espoo,Etelä-Suomi,,,,258392359,1111553,125114,,2.55,2.67,,0,0
"Arctic Circle Ale","Malmgårdin Panimo","Spiced / Herbed Beer",7.3,60,,Espoo,,"Southern Finland",Suomi,60.2064,24.6567,2.75,"2015-12-23 23:27:15",https://untappd.com/c/258456528,https://untappd.com/beer/325301,https://untappd.com/brewery/5187,Finland,Loviisa,Etelä-Suomi,,,,258456528,325301,5187,https://untappd.s3.amazonaws.com/photo/2015_12_23/2ff4cd69721710800ff839bdf717bb93_raw.jpg,3.33,3.34,,0,0
"Tuomas Helles (2014)","Laitilan Wirvoitusjuomatehdas","Lager - Helles",4.7,0,,Hirvensalo,Turku,Varsinais-Suomi,Suomi,60.4086,22.2174,2.5,"2015-12-24 21:52:24",https://untappd.com/c/258870148,https://untappd.com/beer/1282064,https://untappd.com/brewery/2619,Finland,Laitila,Etelä-Suomi,,,,258870148,1282064,2619,,2.72,3.22,,0,0
"Bad Elf (6.0%)","Ridgeway Brewing","Winter Ale",6,0,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,3,"2015-12-26 21:30:10",https://untappd.com/c/259864084,https://untappd.com/beer/13113,https://untappd.com/brewery/1056,England,"South Stoke",Oxfordshire,,,,259864084,13113,1056,,3.16,3.17,,0,0
"Stella Artois","Stella Artois","Lager - Euro Pale",5,24,,"Umpitunneli The Kapakka",Tornio,Lappi,Suomi,65.8468,24.1524,2.25,"2015-12-29 18:58:17",https://untappd.com/c/261123470,https://untappd.com/beer/4010,https://untappd.com/brewery/265,Belgium,Leuven,Vlaanderen,,,,261123470,4010,265,https://untappd.s3.amazonaws.com/photo/2015_12_29/b0be75f65463691e71ad9ed3b9b013ed_raw.jpg,3.26,3.26,,0,0
"Bishops Finger","Shepherd Neame","Extra Special / Strong Bitter",5.2,0,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,3,"2015-12-29 21:39:42",https://untappd.com/c/261163740,https://untappd.com/beer/2962,https://untappd.com/brewery/1132,England,Faversham,Kent,,,,261163740,2962,1132,https://untappd.s3.amazonaws.com/photo/2015_12_29/913e6be3bcd6a9d202e03713a21ca0e6_raw.jpg,3.32,3.32,,0,0
"Trashy Blonde",BrewDog,"Blonde Ale",4.1,40,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,3.5,"2015-12-29 22:46:22",https://untappd.com/c/261188892,https://untappd.com/beer/5708,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,261188892,5708,241,https://untappd.s3.amazonaws.com/photo/2015_12_29/0843f9a60f79dfa4940baf011864b599_raw.jpg,3.34,3.35,,1,0
